date,hospital,total_beds,occupied_beds,occupancy_rate,elderly_patients_pct
2024-07-07,CGH,1004,1003,0.744,0.33
2024-07-07,KTPH,1081,932,0.749,0.547
2024-07-07,AH,1035,561,0.726,0.167
2024-07-07,IMH,1244,644,0.83,0.497
2024-07-07,KKH,724,638,0.598,0.314
2024-07-08,SGH,1030,676,0.5,0.191
2024-07-08,NUH,696,1351,0.934,0.57
2024-07-08,TTSH,1173,515,0.646,0.479
2024-07-08,CGH,908,569,0.646,0.334
2024-07-08,KTPH,708,565,0.745,0.285
2024-07-08,AH,781,491,0.551,0.3
2024-07-08,IMH,578,1050,0.768,0.114
2024-07-08,KKH,594,1115,0.879,0.267
2024-07-09,SGH,1341,616,0.5,0.207
2024-07-09,NUH,1281,919,0.786,0.41
2024-07-09,TTSH,775,611,0.843,0.472
2024-07-09,CGH,891,1016,0.943,0.333
2024-07-09,KTPH,682,726,0.898,0.338
2024-07-09,AH,1412,1146,0.872,0.318
2024-07-09,IMH,1409,429,0.843,0.381
2024-07-09,KKH,1139,605,0.936,0.43
2024-07-10,SGH,845,844,0.762,0.337
2024-07-10,NUH,970,574,0.821,0.375
2024-07-10,TTSH,1338,464,0.716,0.316
2024-07-10,CGH,963,556,0.753,0.42
2024-07-10,KTPH,782,792,0.95,0.427
2024-07-10,AH,835,709,0.609,0.469
2024-07-10,IMH,757,1238,0.831,0.315
2024-07-10,KKH,1388,473,0.797,0.335
2024-07-11,SGH,1013,1238,0.831,0.219
2024-07-11,NUH,647,464,0.592,0.431
2024-07-11,TTSH,761,990,0.923,0.393
2024-07-11,CGH,1099,899,0.67,0.258
2024-07-11,KTPH,579,831,0.623,0.477
2024-07-11,AH,946,410,0.793,0.401
2024-07-11,IMH,1245,1276,0.864,0.328
2024-07-11,KKH,1355,657,0.667,0.231
2024-07-12,SGH,715,756,0.824,0.399
2024-07-12,NUH,727,476,0.647,0.406
2024-07-12,TTSH,968,883,0.749,0.463
2024-07-12,CGH,914,610,0.851,0.382
2024-07-12,KTPH,1314,650,0.714,0.134
2024-07-12,AH,1136,830,0.95,0.267
2024-07-12,IMH,980,840,0.95,0.486
2024-07-12,KKH,786,700,0.524,0.295
2024-07-13,SGH,1190,613,0.77,0.332
2024-07-13,NUH,1124,761,0.908,0.322
2024-07-13,TTSH,723,463,0.609,0.351
2024-07-13,CGH,553,434,0.515,0.335
2024-07-13,KTPH,935,450,0.577,0.173
2024-07-13,AH,1351,1088,0.892,0.204
2024-07-13,IMH,948,709,0.626,0.474
2024-07-13,KKH,768,763,0.561,0.219
2024-07-14,SGH,1044,426,0.544,0.326
2024-07-14,NUH,1291,939,0.815,0.156
2024-07-14,TTSH,1064,1044,0.95,0.34
2024-07-14,CGH,687,759,0.548,0.33
2024-07-14,KTPH,1373,712,0.551,0.318
2024-07-14,AH,967,1205,0.91,0.205
2024-07-14,IMH,1487,394,0.5,0.417
2024-07-14,KKH,1384,691,0.693,0.409
2024-07-15,SGH,1167,1245,0.891,0.172
2024-07-15,NUH,875,415,0.742,0.306
2024-07-15,TTSH,792,1003,0.95,0.497
2024-07-15,CGH,1440,696,0.648,0.185
2024-07-15,KTPH,908,453,0.593,0.249
2024-07-15,AH,1015,641,0.745,0.343
2024-07-15,IMH,725,795,0.915,0.151
2024-07-15,KKH,776,731,0.879,0.46
2024-07-16,SGH,613,375,0.7,0.291
2024-07-16,NUH,1423,425,0.686,0.279
2024-07-16,TTSH,1429,734,0.664,0.517
2024-07-16,CGH,927,503,0.705,0.203
2024-07-16,KTPH,1251,817,0.616,0.239
2024-07-16,AH,1165,842,0.821,0.203
2024-07-16,IMH,1053,771,0.736,0.306
2024-07-16,KKH,649,608,0.598,0.232
2024-07-17,SGH,1412,719,0.908,0.385
2024-07-17,NUH,1097,979,0.815,0.509
2024-07-17,TTSH,1456,769,0.858,0.257
2024-07-17,CGH,840,628,0.631,0.354
2024-07-17,KTPH,628,1055,0.791,0.268
2024-07-17,AH,1239,943,0.794,0.396
2024-07-17,IMH,530,1087,0.786,0.526
2024-07-17,KKH,1361,811,0.656,0.455
2024-07-18,SGH,874,1140,0.95,0.45
2024-07-18,NUH,1420,536,0.5,0.238
2024-07-18,TTSH,576,818,0.811,0.46
2024-07-18,CGH,1145,1166,0.95,0.158
2024-07-18,KTPH,1258,1234,0.946,0.475
2024-07-18,AH,907,372,0.674,0.281
2024-07-18,IMH,803,728,0.906,0.33
2024-07-18,KKH,730,672,0.517,0.258
2024-07-19,SGH,951,500,0.781,0.235
2024-07-19,NUH,1022,1020,0.881,0.243
2024-07-19,TTSH,709,669,0.661,0.461
2024-07-19,CGH,1211,501,0.684,0.464
2024-07-19,KTPH,1052,695,0.74,0.399
2024-07-19,AH,1298,975,0.84,0.368
2024-07-19,IMH,1218,331,0.513,0.45
2024-07-19,KKH,1150,524,0.782,0.277
2024-07-20,SGH,875,1054,0.808,0.147
2024-07-20,NUH,919,1163,0.829,0.332
2024-07-20,TTSH,1413,724,0.588,0.306
2024-07-20,CGH,1391,865,0.822,0.502
2024-07-20,KTPH,1257,753,0.737,0.371
2024-07-20,AH,1452,761,0.881,0.247
2024-07-20,IMH,1398,375,0.584,0.303
2024-07-20,KKH,785,843,0.913,0.545
2024-07-21,SGH,1010,273,0.517,0.376
2024-07-21,NUH,974,970,0.913,0.337
2024-07-21,TTSH,554,929,0.65,0.238
2024-07-21,CGH,586,610,0.672,0.401
2024-07-21,KTPH,612,980,0.795,0.299
2024-07-21,AH,683,729,0.607,0.217
2024-07-21,IMH,553,642,0.849,0.357
2024-07-21,KKH,1405,791,0.681,0.437
2024-07-22,SGH,986,670,0.5,0.261
2024-07-22,NUH,595,658,0.546,0.329
2024-07-22,TTSH,1305,869,0.746,0.404
2024-07-22,CGH,787,871,0.853,0.45
2024-07-22,KTPH,581,971,0.95,0.524
2024-07-22,AH,550,403,0.531,0.554
2024-07-22,IMH,1067,531,0.742,0.34
2024-07-22,KKH,1363,1002,0.95,0.444
2024-07-23,SGH,1084,707,0.553,0.164
2024-07-23,NUH,813,978,0.796,0.349
2024-07-23,TTSH,776,390,0.684,0.365
2024-07-23,CGH,1453,276,0.535,0.569
2024-07-23,KTPH,1191,876,0.773,0.335
2024-07-23,AH,700,275,0.5,0.31
2024-07-23,IMH,763,812,0.578,0.462
2024-07-23,KKH,1054,576,0.924,0.486
2024-07-24,SGH,830,1022,0.95,0.382
2024-07-24,NUH,1267,800,0.9,0.17
2024-07-24,TTSH,1127,579,0.662,0.314
2024-07-24,CGH,541,1170,0.81,0.233
2024-07-24,KTPH,1052,908,0.672,0.211
2024-07-24,AH,734,565,0.511,0.378
2024-07-24,IMH,1049,592,0.606,0.376
2024-07-24,KKH,1131,1021,0.764,0.371
2024-07-25,SGH,1035,471,0.561,0.379
2024-07-25,NUH,1229,573,0.808,0.337
2024-07-25,TTSH,1103,429,0.858,0.345
2024-07-25,CGH,1049,1047,0.765,0.392
2024-07-25,KTPH,751,525,0.669,0.435
2024-07-25,AH,1423,562,0.89,0.489
2024-07-25,IMH,792,666,0.776,0.303
2024-07-25,KKH,514,575,0.745,0.362
2024-07-26,SGH,1133,623,0.684,0.435
2024-07-26,NUH,1220,775,0.53,0.185
2024-07-26,TTSH,1402,1288,0.95,0.249
2024-07-26,CGH,1340,698,0.572,0.235
2024-07-26,KTPH,1171,672,0.905,0.206
2024-07-26,AH,1325,999,0.912,0.515
2024-07-26,IMH,678,1006,0.903,0.15
2024-07-26,KKH,1301,620,0.765,0.362
2024-07-27,SGH,818,589,0.808,0.361
2024-07-27,NUH,1400,457,0.651,0.369
2024-07-27,TTSH,1233,434,0.72,0.45
2024-07-27,CGH,1080,1012,0.74,0.4
2024-07-27,KTPH,1060,580,0.774,0.242
2024-07-27,AH,700,611,0.642,0.36
2024-07-27,IMH,1432,746,0.548,0.29
2024-07-27,KKH,708,718,0.629,0.418
2024-07-28,SGH,606,567,0.742,0.332
2024-07-28,NUH,869,630,0.555,0.529
2024-07-28,TTSH,799,440,0.5,0.238
2024-07-28,CGH,1315,621,0.5,0.422
2024-07-28,KTPH,714,752,0.525,0.169
2024-07-28,AH,968,876,0.591,0.289
2024-07-28,IMH,549,1307,0.946,0.3
2024-07-28,KKH,1147,732,0.608,0.261
2024-07-29,SGH,1438,1403,0.939,0.294
2024-07-29,NUH,1276,952,0.812,0.424
2024-07-29,TTSH,983,500,0.825,0.172
2024-07-29,CGH,567,1129,0.783,0.264
2024-07-29,KTPH,1139,793,0.791,0.39
2024-07-29,AH,946,590,0.55,0.522
2024-07-29,IMH,1440,793,0.747,0.383
2024-07-29,KKH,1491,1352,0.95,0.261
2024-07-30,SGH,849,905,0.726,0.445
2024-07-30,NUH,605,953,0.724,0.428
2024-07-30,TTSH,943,466,0.761,0.34
2024-07-30,CGH,1349,401,0.736,0.32
2024-07-30,KTPH,702,527,0.728,0.404
2024-07-30,AH,660,845,0.572,0.311
2024-07-30,IMH,724,554,0.587,0.198
2024-07-30,KKH,594,488,0.675,0.225
2024-07-31,SGH,565,701,0.783,0.364
2024-07-31,NUH,1183,843,0.599,0.331
2024-07-31,TTSH,679,1013,0.761,0.239
2024-07-31,CGH,1438,424,0.513,0.383
2024-07-31,KTPH,541,960,0.922,0.527
2024-07-31,AH,1424,760,0.737,0.471
2024-07-31,IMH,1066,985,0.823,0.324
2024-07-31,KKH,1033,957,0.95,0.263
2024-08-01,SGH,802,655,0.56,0.246
2024-08-01,NUH,1033,341,0.5,0.398
2024-08-01,TTSH,1154,597,0.584,0.379
2024-08-01,CGH,1280,965,0.871,0.195
2024-08-01,KTPH,1306,499,0.95,0.358
2024-08-01,AH,898,701,0.673,0.493
2024-08-01,IMH,1447,531,0.75,0.415
2024-08-01,KKH,556,472,0.93,0.363
2024-08-02,SGH,1184,1024,0.832,0.396
2024-08-02,NUH,1469,1044,0.884,0.59
2024-08-02,TTSH,1266,942,0.802,0.368
2024-08-02,CGH,701,585,0.531,0.288
2024-08-02,KTPH,1472,594,0.662,0.378
2024-08-02,AH,1151,813,0.79,0.374
2024-08-02,IMH,629,508,0.917,0.321
2024-08-02,KKH,615,959,0.922,0.429
2024-08-03,SGH,1270,564,0.658,0.361
2024-08-03,NUH,961,568,0.779,0.262
2024-08-03,TTSH,1343,535,0.695,0.274
2024-08-03,CGH,527,574,0.564,0.429
2024-08-03,KTPH,587,444,0.5,0.403
2024-08-03,AH,950,587,0.631,0.396
2024-08-03,IMH,889,416,0.58,0.169
2024-08-03,KKH,1447,762,0.899,0.264
2024-08-04,SGH,686,612,0.599,0.396
2024-08-04,NUH,1483,858,0.776,0.363
2024-08-04,TTSH,1455,644,0.784,0.36
2024-08-04,CGH,1261,438,0.552,0.403
2024-08-04,KTPH,601,646,0.627,0.127
2024-08-04,AH,503,799,0.592,0.344
2024-08-04,IMH,1332,1156,0.819,0.358
2024-08-04,KKH,658,838,0.95,0.253
2024-08-05,SGH,930,931,0.77,0.456
2024-08-05,NUH,749,398,0.779,0.388
2024-08-05,TTSH,1054,733,0.827,0.293
2024-08-05,CGH,1472,890,0.95,0.529
2024-08-05,KTPH,870,580,0.95,0.287
2024-08-05,AH,745,407,0.532,0.454
2024-08-05,IMH,799,1377,0.95,0.252
2024-08-05,KKH,1242,798,0.95,0.198
2024-08-06,SGH,1259,758,0.523,0.306
2024-08-06,NUH,1098,706,0.929,0.359
2024-08-06,TTSH,1178,642,0.791,0.148
2024-08-06,CGH,1402,511,0.809,0.275
2024-08-06,KTPH,1195,846,0.699,0.368
2024-08-06,AH,853,1025,0.75,0.336
2024-08-06,IMH,1438,811,0.822,0.281
2024-08-06,KKH,560,671,0.733,0.301
2024-08-07,SGH,908,840,0.679,0.293
2024-08-07,NUH,954,506,0.911,0.255
2024-08-07,TTSH,675,281,0.5,0.368
2024-08-07,CGH,705,735,0.626,0.372
2024-08-07,KTPH,1490,1240,0.92,0.329
2024-08-07,AH,535,896,0.818,0.364
2024-08-07,IMH,1046,731,0.796,0.564
2024-08-07,KKH,916,613,0.593,0.452
2024-08-08,SGH,989,902,0.681,0.205
2024-08-08,NUH,847,541,0.566,0.406
2024-08-08,TTSH,1099,1341,0.899,0.343
2024-08-08,CGH,854,1026,0.95,0.171
2024-08-08,KTPH,1487,419,0.573,0.289
2024-08-08,AH,908,481,0.909,0.47
2024-08-08,IMH,822,533,0.642,0.432
2024-08-08,KKH,1308,890,0.916,0.18
2024-08-09,SGH,919,856,0.887,0.387
2024-08-09,NUH,1041,519,0.523,0.322
2024-08-09,TTSH,1460,1403,0.95,0.31
2024-08-09,CGH,1102,470,0.799,0.379
2024-08-09,KTPH,1070,649,0.95,0.304
2024-08-09,AH,1155,774,0.696,0.396
2024-08-09,IMH,1200,1117,0.821,0.32
2024-08-09,KKH,776,816,0.758,0.631
2024-08-10,SGH,1452,742,0.531,0.39
2024-08-10,NUH,562,573,0.856,0.066
2024-08-10,TTSH,806,991,0.793,0.399
2024-08-10,CGH,533,958,0.723,0.516
2024-08-10,KTPH,1154,1010,0.895,0.303
2024-08-10,AH,1093,437,0.853,0.501
2024-08-10,IMH,1283,740,0.71,0.5
2024-08-10,KKH,643,1129,0.79,0.35
2024-08-11,SGH,823,506,0.757,0.312
2024-08-11,NUH,816,900,0.671,0.274
2024-08-11,TTSH,929,932,0.775,0.424
2024-08-11,CGH,1471,722,0.839,0.535
2024-08-11,KTPH,1358,536,0.593,0.231
2024-08-11,AH,1392,493,0.642,0.418
2024-08-11,IMH,630,605,0.682,0.205
2024-08-11,KKH,1117,822,0.772,0.221
2024-08-12,SGH,1411,801,0.933,0.169
2024-08-12,NUH,1150,882,0.844,0.267
2024-08-12,TTSH,1337,446,0.728,0.376
2024-08-12,CGH,1161,359,0.672,0.171
2024-08-12,KTPH,1008,652,0.95,0.202
2024-08-12,AH,665,820,0.868,0.409
2024-08-12,IMH,784,1123,0.95,0.454
2024-08-12,KKH,554,1272,0.862,0.218
2024-08-13,SGH,1280,597,0.75,0.435
2024-08-13,NUH,1269,1044,0.771,0.476
2024-08-13,TTSH,1058,566,0.761,0.36
2024-08-13,CGH,739,761,0.77,0.2
2024-08-13,KTPH,1184,965,0.778,0.325
2024-08-13,AH,542,536,0.648,0.215
2024-08-13,IMH,1243,631,0.568,0.346
2024-08-13,KKH,1433,529,0.724,0.527
2024-08-14,SGH,1097,836,0.641,0.543
2024-08-14,NUH,576,750,0.632,0.464
2024-08-14,TTSH,518,1291,0.865,0.528
2024-08-14,CGH,924,758,0.849,0.258
2024-08-14,KTPH,1132,917,0.821,0.341
2024-08-14,AH,653,1062,0.95,0.256
2024-08-14,IMH,569,563,0.541,0.259
2024-08-14,KKH,580,1030,0.777,0.227
2024-08-15,SGH,547,896,0.95,0.365
2024-08-15,NUH,1041,404,0.616,0.339
2024-08-15,TTSH,554,317,0.603,0.249
2024-08-15,CGH,708,825,0.76,0.153
2024-08-15,KTPH,1057,634,0.779,0.295
2024-08-15,AH,1251,1280,0.939,0.364
2024-08-15,IMH,697,934,0.78,0.223
2024-08-15,KKH,1104,1167,0.941,0.357
2024-08-16,SGH,838,976,0.95,0.377
2024-08-16,NUH,918,1274,0.865,0.674
2024-08-16,TTSH,1023,465,0.62,0.33
2024-08-16,CGH,904,638,0.796,0.363
2024-08-16,KTPH,551,791,0.686,0.358
2024-08-16,AH,1495,1416,0.95,0.47
2024-08-16,IMH,1143,975,0.928,0.376
2024-08-16,KKH,856,430,0.788,0.248
2024-08-17,SGH,1025,826,0.782,0.423
2024-08-17,NUH,1435,813,0.852,0.409
2024-08-17,TTSH,1238,785,0.538,0.2
2024-08-17,CGH,513,604,0.704,0.357
2024-08-17,KTPH,1114,759,0.618,0.433
2024-08-17,AH,1173,275,0.533,0.259
2024-08-17,IMH,846,514,0.924,0.214
2024-08-17,KKH,1030,546,0.554,0.281
2024-08-18,SGH,546,566,0.802,0.379
2024-08-18,NUH,1351,1011,0.71,0.467
2024-08-18,TTSH,899,404,0.679,0.264
2024-08-18,CGH,730,1012,0.704,0.181
2024-08-18,KTPH,1398,881,0.785,0.501
2024-08-18,AH,1393,741,0.763,0.344
2024-08-18,IMH,952,314,0.576,0.274
2024-08-18,KKH,1033,342,0.664,0.351
2024-08-19,SGH,853,723,0.9,0.477
2024-08-19,NUH,1088,1292,0.908,0.386
2024-08-19,TTSH,1184,1188,0.925,0.17
2024-08-19,CGH,848,472,0.908,0.342
2024-08-19,KTPH,919,515,0.792,0.477
2024-08-19,AH,1377,714,0.654,0.352
2024-08-19,IMH,638,590,0.792,0.391
2024-08-19,KKH,1098,1058,0.937,0.401
2024-08-20,SGH,1093,655,0.892,0.342
2024-08-20,NUH,1433,914,0.655,0.299
2024-08-20,TTSH,841,1002,0.673,0.27
2024-08-20,CGH,1084,432,0.5,0.309
2024-08-20,KTPH,917,375,0.715,0.214
2024-08-20,AH,989,1254,0.845,0.342
2024-08-20,IMH,706,1143,0.839,0.484
2024-08-20,KKH,1194,603,0.818,0.36
2024-08-21,SGH,805,1209,0.807,0.378
2024-08-21,NUH,1301,367,0.5,0.369
2024-08-21,TTSH,682,1138,0.95,0.312
2024-08-21,CGH,642,1058,0.95,0.347
2024-08-21,KTPH,1461,656,0.526,0.322
2024-08-21,AH,927,318,0.6,0.423
2024-08-21,IMH,1014,820,0.811,0.358
2024-08-21,KKH,1376,804,0.752,0.251
2024-08-22,SGH,1150,288,0.5,0.343
2024-08-22,NUH,1135,481,0.704,0.387
2024-08-22,TTSH,1064,971,0.832,0.224
2024-08-22,CGH,1440,359,0.602,0.299
2024-08-22,KTPH,1492,707,0.544,0.415
2024-08-22,AH,1443,752,0.804,0.362
2024-08-22,IMH,798,844,0.796,0.208
2024-08-22,KKH,1066,461,0.5,0.454
2024-08-23,SGH,829,1103,0.762,0.328
2024-08-23,NUH,958,455,0.666,0.44
2024-08-23,TTSH,890,786,0.619,0.334
2024-08-23,CGH,834,854,0.95,0.371
2024-08-23,KTPH,618,1416,0.948,0.277
2024-08-23,AH,992,1175,0.95,0.236
2024-08-23,IMH,1364,848,0.666,0.246
2024-08-23,KKH,504,655,0.941,0.393
2024-08-24,SGH,1146,465,0.728,0.219
2024-08-24,NUH,1088,985,0.831,0.298
2024-08-24,TTSH,1232,1076,0.95,0.385
2024-08-24,CGH,1161,606,0.506,0.502
2024-08-24,KTPH,531,870,0.589,0.415
2024-08-24,AH,1381,456,0.573,0.252
2024-08-24,IMH,1484,614,0.627,0.643
2024-08-24,KKH,733,429,0.643,0.355
2024-08-25,SGH,927,429,0.624,0.356
2024-08-25,NUH,510,954,0.739,0.482
2024-08-25,TTSH,839,732,0.639,0.447
2024-08-25,CGH,592,563,0.5,0.45
2024-08-25,KTPH,918,832,0.861,0.301
2024-08-25,AH,529,900,0.614,0.17
2024-08-25,IMH,803,1052,0.722,0.405
2024-08-25,KKH,1335,701,0.875,0.473
2024-08-26,SGH,1132,961,0.948,0.36
2024-08-26,NUH,1350,945,0.736,0.405
2024-08-26,TTSH,539,1129,0.95,0.365
2024-08-26,CGH,1296,423,0.75,0.572
2024-08-26,KTPH,867,906,0.687,0.279
2024-08-26,AH,739,581,0.623,0.571
2024-08-26,IMH,1182,286,0.5,0.34
2024-08-26,KKH,1105,651,0.607,0.435
2024-08-27,SGH,1168,506,0.801,0.299
2024-08-27,NUH,634,1143,0.852,0.446
2024-08-27,TTSH,579,590,0.856,0.161
2024-08-27,CGH,1370,571,0.659,0.334
2024-08-27,KTPH,1200,494,0.95,0.407
2024-08-27,AH,1430,1167,0.895,0.457
2024-08-27,IMH,835,1412,0.95,0.471
2024-08-27,KKH,1188,1138,0.93,0.437
2024-08-28,SGH,521,310,0.599,0.313
2024-08-28,NUH,1397,801,0.762,0.349
2024-08-28,TTSH,1449,845,0.653,0.461
2024-08-28,CGH,698,490,0.95,0.439
2024-08-28,KTPH,646,673,0.95,0.426
2024-08-28,AH,851,497,0.752,0.353
2024-08-28,IMH,654,341,0.671,0.426
2024-08-28,KKH,944,770,0.666,0.516
2024-08-29,SGH,1269,465,0.846,0.401
2024-08-29,NUH,809,595,0.663,0.564
2024-08-29,TTSH,1147,691,0.648,0.284
2024-08-29,CGH,648,495,0.669,0.298
2024-08-29,KTPH,1325,370,0.659,0.141
2024-08-29,AH,1133,894,0.618,0.329
2024-08-29,IMH,1381,1127,0.766,0.336
2024-08-29,KKH,975,973,0.662,0.512
2024-08-30,SGH,1009,503,0.758,0.257
2024-08-30,NUH,1069,718,0.95,0.328
2024-08-30,TTSH,1215,670,0.659,0.393
2024-08-30,CGH,677,891,0.628,0.428
2024-08-30,KTPH,1462,626,0.726,0.455
2024-08-30,AH,1177,643,0.619,0.27
2024-08-30,IMH,982,901,0.807,0.358
2024-08-30,KKH,1090,658,0.95,0.381
2024-08-31,SGH,1267,649,0.725,0.267
2024-08-31,NUH,1283,834,0.836,0.43
2024-08-31,TTSH,1341,834,0.764,0.52
2024-08-31,CGH,1041,573,0.601,0.303
2024-08-31,KTPH,1222,754,0.95,0.364
2024-08-31,AH,1429,792,0.791,0.403
2024-08-31,IMH,1025,521,0.754,0.228
2024-08-31,KKH,1054,968,0.813,0.161
2024-09-01,SGH,1332,1063,0.79,0.424
2024-09-01,NUH,1342,617,0.912,0.288
2024-09-01,TTSH,615,1040,0.766,0.171
2024-09-01,CGH,758,531,0.659,0.077
2024-09-01,KTPH,1306,400,0.5,0.388
2024-09-01,AH,1274,460,0.534,0.302
2024-09-01,IMH,1145,849,0.847,0.434
2024-09-01,KKH,839,407,0.652,0.297
2024-09-02,SGH,1351,471,0.5,0.249
2024-09-02,NUH,1339,400,0.799,0.35
2024-09-02,TTSH,1029,558,0.544,0.411
2024-09-02,CGH,1496,662,0.79,0.212
2024-09-02,KTPH,1472,855,0.701,0.258
2024-09-02,AH,975,757,0.95,0.3
2024-09-02,IMH,777,449,0.717,0.34
2024-09-02,KKH,697,1046,0.87,0.32
2024-09-03,SGH,831,801,0.787,0.362
2024-09-03,NUH,842,1045,0.95,0.156
2024-09-03,TTSH,1321,630,0.585,0.376
2024-09-03,CGH,1109,313,0.617,0.379
2024-09-03,KTPH,1470,438,0.716,0.559
2024-09-03,AH,1034,348,0.543,0.346
2024-09-03,IMH,1362,309,0.612,0.421
2024-09-03,KKH,806,882,0.643,0.405
2024-09-04,SGH,1330,1189,0.95,0.442
2024-09-04,NUH,572,1150,0.878,0.515
2024-09-04,TTSH,873,1187,0.95,0.174
2024-09-04,CGH,1453,763,0.586,0.399
2024-09-04,KTPH,512,444,0.5,0.124
2024-09-04,AH,1427,311,0.611,0.275
2024-09-04,IMH,872,871,0.89,0.547
2024-09-04,KKH,1455,558,0.573,0.413
2024-09-05,SGH,789,733,0.578,0.44
2024-09-05,NUH,1417,475,0.703,0.128
2024-09-05,TTSH,1097,1097,0.871,0.256
2024-09-05,CGH,826,654,0.751,0.197
2024-09-05,KTPH,1141,1068,0.839,0.481
2024-09-05,AH,764,668,0.644,0.424
2024-09-05,IMH,841,462,0.683,0.487
2024-09-05,KKH,587,979,0.95,0.219
2024-09-06,SGH,562,507,0.863,0.422
2024-09-06,NUH,847,988,0.736,0.163
2024-09-06,TTSH,1400,713,0.507,0.332
2024-09-06,CGH,668,759,0.678,0.29
2024-09-06,KTPH,938,1052,0.759,0.433
2024-09-06,AH,1431,855,0.95,0.411
2024-09-06,IMH,614,550,0.666,0.262
2024-09-06,KKH,1217,636,0.72,0.345
2024-09-07,SGH,1309,1068,0.757,0.33
2024-09-07,NUH,606,620,0.637,0.359
2024-09-07,TTSH,1414,521,0.5,0.3
2024-09-07,CGH,1451,985,0.808,0.34
2024-09-07,KTPH,796,1076,0.795,0.381
2024-09-07,AH,1411,787,0.646,0.325
2024-09-07,IMH,1044,261,0.5,0.364
2024-09-07,KKH,874,320,0.562,0.359
2024-09-08,SGH,595,850,0.8,0.354
2024-09-08,NUH,1327,371,0.676,0.287
2024-09-08,TTSH,711,733,0.787,0.217
2024-09-08,CGH,830,1406,0.95,0.276
2024-09-08,KTPH,893,897,0.888,0.29
2024-09-08,AH,1196,651,0.5,0.297
2024-09-08,IMH,936,845,0.695,0.339
2024-09-08,KKH,1314,584,0.577,0.394
2024-09-09,SGH,1045,847,0.799,0.414
2024-09-09,NUH,887,884,0.69,0.425
2024-09-09,TTSH,539,1388,0.928,0.359
2024-09-09,CGH,754,947,0.767,0.176
2024-09-09,KTPH,1169,802,0.678,0.594
2024-09-09,AH,1325,938,0.63,0.258
2024-09-09,IMH,1345,731,0.778,0.279
2024-09-09,KKH,1019,550,0.95,0.356
2024-09-10,SGH,504,805,0.642,0.333
2024-09-10,NUH,1272,1017,0.816,0.367
2024-09-10,TTSH,1061,662,0.862,0.357
2024-09-10,CGH,1137,553,0.95,0.481
2024-09-10,KTPH,1341,666,0.693,0.391
2024-09-10,AH,968,1123,0.825,0.377
2024-09-10,IMH,1454,1017,0.95,0.364
2024-09-10,KKH,995,742,0.885,0.343
2024-09-11,SGH,864,587,0.795,0.126
2024-09-11,NUH,896,1105,0.772,0.352
2024-09-11,TTSH,880,827,0.887,0.417
2024-09-11,CGH,1082,718,0.772,0.464
2024-09-11,KTPH,1138,502,0.714,0.262
2024-09-11,AH,1293,471,0.727,0.376
2024-09-11,IMH,678,530,0.82,0.265
2024-09-11,KKH,504,965,0.942,0.504
2024-09-12,SGH,1315,561,0.786,0.307
2024-09-12,NUH,1386,545,0.858,0.379
2024-09-12,TTSH,1127,692,0.754,0.366
2024-09-12,CGH,1277,515,0.735,0.27
2024-09-12,KTPH,1477,740,0.525,0.389
2024-09-12,AH,1312,537,0.616,0.466
2024-09-12,IMH,910,1283,0.865,0.547
2024-09-12,KKH,1244,298,0.549,0.433
2024-09-13,SGH,1242,691,0.663,0.304
2024-09-13,NUH,515,924,0.618,0.408
2024-09-13,TTSH,1450,1172,0.82,0.407
2024-09-13,CGH,517,783,0.625,0.385
2024-09-13,KTPH,1068,442,0.742,0.327
2024-09-13,AH,1408,331,0.5,0.269
2024-09-13,IMH,740,990,0.73,0.307
2024-09-13,KKH,566,1346,0.95,0.264
2024-09-14,SGH,1287,772,0.588,0.279
2024-09-14,NUH,1465,745,0.615,0.422
2024-09-14,TTSH,593,1102,0.834,0.245
2024-09-14,CGH,1490,815,0.835,0.382
2024-09-14,KTPH,664,468,0.5,0.324
2024-09-14,AH,1439,442,0.5,0.14
2024-09-14,IMH,1221,713,0.693,0.219
2024-09-14,KKH,1379,699,0.727,0.171
2024-09-15,SGH,1018,513,0.565,0.48
2024-09-15,NUH,1139,396,0.544,0.272
2024-09-15,TTSH,1389,497,0.638,0.395
2024-09-15,CGH,1290,358,0.5,0.298
2024-09-15,KTPH,1452,493,0.703,0.242
2024-09-15,AH,652,1121,0.95,0.407
2024-09-15,IMH,820,796,0.852,0.451
2024-09-15,KKH,1041,1077,0.95,0.533
2024-09-16,SGH,528,593,0.783,0.278
2024-09-16,NUH,1080,947,0.95,0.354
2024-09-16,TTSH,839,633,0.784,0.254
2024-09-16,CGH,752,1114,0.777,0.333
2024-09-16,KTPH,1228,774,0.639,0.443
2024-09-16,AH,1223,712,0.712,0.424
2024-09-16,IMH,1326,408,0.604,0.376
2024-09-16,KKH,511,604,0.882,0.383
2024-09-17,SGH,634,891,0.71,0.263
2024-09-17,NUH,603,753,0.81,0.343
2024-09-17,TTSH,913,524,0.845,0.391
2024-09-17,CGH,566,697,0.609,0.217
2024-09-17,KTPH,1229,474,0.578,0.273
2024-09-17,AH,1149,748,0.705,0.412
2024-09-17,IMH,986,1220,0.825,0.42
2024-09-17,KKH,1008,411,0.716,0.329
2024-09-18,SGH,674,806,0.688,0.588
2024-09-18,NUH,769,667,0.737,0.217
2024-09-18,TTSH,681,508,0.95,0.358
2024-09-18,CGH,1364,1175,0.826,0.469
