date,polyclinic,total_attendance,elderly_attendance,chronic_disease_consultations,medication_refills
2024-08-06,Marine Parade,198,58,48,131
2024-08-06,Pasir Ris,307,79,101,193
2024-08-06,Punggol,172,61,26,75
2024-08-06,Queenstown,343,113,94,201
2024-08-06,Sembawang,241,105,35,176
2024-08-06,Sengkang,234,81,63,123
2024-08-06,Tampines,252,96,71,145
2024-08-06,Toa Payoh,178,77,42,74
2024-08-06,Woodlands,251,86,67,129
2024-08-06,Yishun,167,86,48,100
2024-08-07,Ang Mo Kio,266,127,66,127
2024-08-07,Bedok,257,128,71,155
2024-08-07,Bukit Batok,273,103,82,200
2024-08-07,Clementi,162,82,58,105
2024-08-07,Geylang,299,100,67,173
2024-08-07,Hougang,215,57,51,146
2024-08-07,Jurong,162,67,41,92
2024-08-07,Kallang,269,118,62,189
2024-08-07,Marine Parade,273,152,67,155
2024-08-07,Pasir Ris,227,117,55,134
2024-08-07,Punggol,357,94,95,212
2024-08-07,Queenstown,224,68,48,125
2024-08-07,Sembawang,269,130,43,129
2024-08-07,Sengkang,272,125,48,186
2024-08-07,Tampines,239,113,49,110
2024-08-07,Toa Payoh,221,82,51,123
2024-08-07,Woodlands,341,78,70,190
2024-08-07,Yishun,241,113,70,170
2024-08-08,Ang Mo Kio,268,60,44,191
2024-08-08,Bedok,304,140,63,172
2024-08-08,Bukit Batok,216,64,56,176
2024-08-08,Clementi,210,111,43,93
2024-08-08,Geylang,299,113,93,223
2024-08-08,Hougang,223,119,45,113
2024-08-08,Jurong,304,74,75,220
2024-08-08,Kallang,319,113,95,155
2024-08-08,Marine Parade,199,84,53,98
2024-08-08,Pasir Ris,351,74,88,217
2024-08-08,Punggol,135,71,28,82
2024-08-08,Queenstown,259,65,50,195
2024-08-08,Sembawang,236,30,55,140
2024-08-08,Sengkang,253,50,62,130
2024-08-08,Tampines,253,114,68,187
2024-08-08,Toa Payoh,371,106,85,250
2024-08-08,Woodlands,232,29,55,167
2024-08-08,Yishun,156,65,24,107
2024-08-09,Ang Mo Kio,254,87,58,114
2024-08-09,Bedok,300,96,82,151
2024-08-09,Bukit Batok,371,206,131,303
2024-08-09,Clementi,201,62,70,117
2024-08-09,Geylang,289,97,63,197
2024-08-09,Hougang,121,57,33,66
2024-08-09,Jurong,241,100,63,161
2024-08-09,Kallang,191,127,45,112
2024-08-09,Marine Parade,356,77,123,216
2024-08-09,Pasir Ris,208,59,38,117
2024-08-09,Punggol,256,118,67,140
2024-08-09,Queenstown,320,213,103,180
2024-08-09,Sembawang,270,123,89,152
2024-08-09,Sengkang,182,93,49,89
2024-08-09,Tampines,282,164,60,144
2024-08-09,Toa Payoh,241,112,59,171
2024-08-09,Woodlands,255,127,54,121
2024-08-09,Yishun,219,58,59,87
2024-08-10,Ang Mo Kio,148,54,29,84
2024-08-10,Bedok,168,88,33,106
2024-08-10,Bukit Batok,191,75,42,92
2024-08-10,Clementi,247,100,57,200
2024-08-10,Geylang,177,115,31,102
2024-08-10,Hougang,110,42,26,60
2024-08-10,Jurong,170,61,41,89
2024-08-10,Kallang,228,65,59,109
2024-08-10,Marine Parade,132,43,32,81
2024-08-10,Pasir Ris,121,43,24,60
2024-08-10,Punggol,215,56,54,165
2024-08-10,Queenstown,218,96,54,146
2024-08-10,Sembawang,183,99,44,128
2024-08-10,Sengkang,154,90,37,67
2024-08-10,Tampines,171,81,56,85
2024-08-10,Toa Payoh,94,42,25,43
2024-08-10,Woodlands,154,57,44,86
2024-08-10,Yishun,149,61,26,117
2024-08-11,Ang Mo Kio,207,68,40,102
2024-08-11,Bedok,192,57,45,82
2024-08-11,Bukit Batok,190,86,45,117
2024-08-11,Clementi,201,83,58,97
2024-08-11,Geylang,183,76,56,110
2024-08-11,Hougang,163,56,52,59
2024-08-11,Jurong,189,75,45,107
2024-08-11,Kallang,165,73,34,101
2024-08-11,Marine Parade,182,55,50,115
2024-08-11,Pasir Ris,134,37,28,82
2024-08-11,Punggol,164,88,37,83
2024-08-11,Queenstown,195,58,41,101
2024-08-11,Sembawang,50,22,14,34
2024-08-11,Sengkang,247,136,57,175
2024-08-11,Tampines,163,58,34,93
2024-08-11,Toa Payoh,181,101,51,94
2024-08-11,Woodlands,124,56,36,89
2024-08-11,Yishun,156,69,45,72
2024-08-12,Ang Mo Kio,256,125,70,151
2024-08-12,Bedok,396,234,99,230
2024-08-12,Bukit Batok,282,111,88,133
2024-08-12,Clementi,225,105,67,101
2024-08-12,Geylang,182,42,37,85
2024-08-12,Hougang,272,115,65,163
2024-08-12,Jurong,311,91,47,208
2024-08-12,Kallang,216,64,59,87
2024-08-12,Marine Parade,188,30,49,142
2024-08-12,Pasir Ris,205,65,69,135
2024-08-12,Punggol,382,158,99,284
2024-08-12,Queenstown,231,98,29,178
2024-08-12,Sembawang,263,102,77,126
2024-08-12,Sengkang,206,93,51,132
2024-08-12,Tampines,254,117,46,184
2024-08-12,Toa Payoh,210,85,46,119
2024-08-12,Woodlands,253,119,74,162
2024-08-12,Yishun,204,89,53,123
2024-08-13,Ang Mo Kio,272,74,40,195
2024-08-13,Bedok,232,102,47,168
2024-08-13,Bukit Batok,261,99,68,111
2024-08-13,Clementi,262,143,69,162
2024-08-13,Geylang,220,111,68,122
2024-08-13,Hougang,261,110,70,136
2024-08-13,Jurong,308,140,95,150
2024-08-13,Kallang,176,106,54,91
2024-08-13,Marine Parade,292,103,48,113
2024-08-13,Pasir Ris,238,132,77,172
2024-08-13,Punggol,289,124,88,115
2024-08-13,Queenstown,299,86,61,200
2024-08-13,Sembawang,295,100,83,193
2024-08-13,Sengkang,221,91,78,126
2024-08-13,Tampines,225,93,54,152
2024-08-13,Toa Payoh,328,123,67,261
2024-08-13,Woodlands,247,56,84,176
2024-08-13,Yishun,336,182,128,166
2024-08-14,Ang Mo Kio,192,67,42,117
2024-08-14,Bedok,210,59,43,119
2024-08-14,Bukit Batok,308,105,89,144
2024-08-14,Clementi,50,19,10,25
2024-08-14,Geylang,180,59,36,91
2024-08-14,Hougang,158,29,22,133
2024-08-14,Jurong,236,130,56,138
2024-08-14,Kallang,258,119,48,145
2024-08-14,Marine Parade,258,53,81,182
2024-08-14,Pasir Ris,113,35,28,77
2024-08-14,Punggol,331,111,121,196
2024-08-14,Queenstown,226,103,60,141
2024-08-14,Sembawang,359,152,72,185
2024-08-14,Sengkang,328,153,56,144
2024-08-14,Tampines,241,111,52,104
2024-08-14,Toa Payoh,172,97,47,120
2024-08-14,Woodlands,309,104,71,180
2024-08-14,Yishun,265,134,91,180
2024-08-15,Ang Mo Kio,289,171,69,207
2024-08-15,Bedok,274,126,65,126
2024-08-15,Bukit Batok,260,113,57,153
2024-08-15,Clementi,187,58,42,87
2024-08-15,Geylang,204,96,65,164
2024-08-15,Hougang,215,111,57,123
2024-08-15,Jurong,264,134,59,144
2024-08-15,Kallang,215,72,66,112
2024-08-15,Marine Parade,204,87,53,114
2024-08-15,Pasir Ris,341,114,82,138
2024-08-15,Punggol,221,59,45,89
2024-08-15,Queenstown,186,73,44,103
2024-08-15,Sembawang,220,76,54,129
2024-08-15,Sengkang,256,97,58,173
2024-08-15,Tampines,276,109,85,167
2024-08-15,Toa Payoh,230,90,59,116
2024-08-15,Woodlands,127,54,37,63
2024-08-15,Yishun,304,71,67,234
2024-08-16,Ang Mo Kio,261,96,68,187
2024-08-16,Bedok,153,81,34,102
2024-08-16,Bukit Batok,203,115,50,94
2024-08-16,Clementi,268,142,82,163
2024-08-16,Geylang,288,103,80,183
2024-08-16,Hougang,66,19,17,40
2024-08-16,Jurong,238,97,73,151
2024-08-16,Kallang,100,59,15,69
2024-08-16,Marine Parade,146,79,34,93
2024-08-16,Pasir Ris,120,56,32,79
2024-08-16,Punggol,296,123,70,153
2024-08-16,Queenstown,213,110,44,88
2024-08-16,Sembawang,180,82,42,118
2024-08-16,Sengkang,119,12,31,83
2024-08-16,Tampines,137,62,42,82
2024-08-16,Toa Payoh,294,123,69,200
2024-08-16,Woodlands,354,121,86,177
2024-08-16,Yishun,249,95,76,184
2024-08-17,Ang Mo Kio,201,101,43,101
2024-08-17,Bedok,186,74,65,75
2024-08-17,Bukit Batok,194,89,41,97
2024-08-17,Clementi,153,36,49,133
2024-08-17,Geylang,153,51,28,75
2024-08-17,Hougang,143,74,58,75
2024-08-17,Jurong,130,36,35,82
2024-08-17,Kallang,172,61,54,116
2024-08-17,Marine Parade,198,86,47,104
2024-08-17,Pasir Ris,189,83,52,83
2024-08-17,Punggol,182,67,37,122
2024-08-17,Queenstown,175,111,47,99
2024-08-17,Sembawang,163,46,50,102
2024-08-17,Sengkang,181,53,52,91
2024-08-17,Tampines,144,59,31,74
2024-08-17,Toa Payoh,165,82,48,110
2024-08-17,Woodlands,188,66,57,80
2024-08-17,Yishun,186,90,45,98
2024-08-18,Ang Mo Kio,166,53,45,115
2024-08-18,Bedok,186,81,53,127
2024-08-18,Bukit Batok,135,33,35,93
2024-08-18,Clementi,101,41,30,59
2024-08-18,Geylang,231,123,55,130
2024-08-18,Hougang,153,63,29,71
2024-08-18,Jurong,72,28,25,28
2024-08-18,Kallang,160,60,38,116
2024-08-18,Marine Parade,130,26,29,69
2024-08-18,Pasir Ris,74,31,14,43
2024-08-18,Punggol,152,44,44,86
2024-08-18,Queenstown,170,77,44,104
2024-08-18,Sembawang,133,38,34,67
2024-08-18,Sengkang,201,77,56,100
2024-08-18,Tampines,120,68,29,82
2024-08-18,Toa Payoh,108,40,34,47
2024-08-18,Woodlands,263,110,54,167
2024-08-18,Yishun,214,67,46,133
2024-08-19,Ang Mo Kio,267,101,72,182
2024-08-19,Bedok,250,82,62,193
2024-08-19,Bukit Batok,259,135,58,162
2024-08-19,Clementi,287,157,89,140
2024-08-19,Geylang,309,175,68,157
2024-08-19,Hougang,238,99,55,114
2024-08-19,Jurong,328,102,73,200
2024-08-19,Kallang,151,37,34,103
2024-08-19,Marine Parade,251,48,80,170
2024-08-19,Pasir Ris,251,104,71,208
2024-08-19,Punggol,292,125,55,180
2024-08-19,Queenstown,286,111,64,187
2024-08-19,Sembawang,180,87,41,69
2024-08-19,Sengkang,212,83,58,136
2024-08-19,Tampines,162,66,36,91
2024-08-19,Toa Payoh,180,71,73,141
2024-08-19,Woodlands,180,73,42,110
2024-08-19,Yishun,294,113,63,210
2024-08-20,Ang Mo Kio,165,69,28,82
2024-08-20,Bedok,284,94,44,149
2024-08-20,Bukit Batok,190,52,52,84
2024-08-20,Clementi,204,84,47,114
2024-08-20,Geylang,196,54,42,130
2024-08-20,Hougang,213,88,65,140
2024-08-20,Jurong,163,72,49,88
2024-08-20,Kallang,144,51,37,94
2024-08-20,Marine Parade,208,40,38,132
2024-08-20,Pasir Ris,359,142,113,177
2024-08-20,Punggol,201,33,53,102
2024-08-20,Queenstown,275,96,96,214
2024-08-20,Sembawang,101,46,21,67
2024-08-20,Sengkang,159,86,47,72
2024-08-20,Tampines,229,95,65,137
2024-08-20,Toa Payoh,287,112,80,132
2024-08-20,Woodlands,238,122,76,146
2024-08-20,Yishun,234,125,57,167
2024-08-21,Ang Mo Kio,233,94,45,110
2024-08-21,Bedok,298,170,76,173
2024-08-21,Bukit Batok,301,130,39,210
2024-08-21,Clementi,159,63,36,85
2024-08-21,Geylang,242,118,60,179
2024-08-21,Hougang,332,183,82,183
2024-08-21,Jurong,237,121,71,80
2024-08-21,Kallang,258,42,64,141
2024-08-21,Marine Parade,189,91,41,113
2024-08-21,Pasir Ris,184,74,54,94
2024-08-21,Punggol,278,112,70,157
2024-08-21,Queenstown,286,133,69,177
2024-08-21,Sembawang,284,128,66,203
2024-08-21,Sengkang,291,177,49,195
2024-08-21,Tampines,309,154,73,143
2024-08-21,Toa Payoh,332,116,78,267
2024-08-21,Woodlands,163,78,34,85
2024-08-21,Yishun,250,116,74,177
2024-08-22,Ang Mo Kio,197,56,45,125
2024-08-22,Bedok,227,8,36,130
2024-08-22,Bukit Batok,291,90,83,131
2024-08-22,Clementi,255,108,69,127
2024-08-22,Geylang,147,69,25,76
2024-08-22,Hougang,323,134,86,213
2024-08-22,Jurong,275,109,56,238
2024-08-22,Kallang,222,96,60,121
2024-08-22,Marine Parade,214,117,45,137
2024-08-22,Pasir Ris,293,110,71,203
2024-08-22,Punggol,231,44,75,116
2024-08-22,Queenstown,252,67,56,140
2024-08-22,Sembawang,250,78,87,150
2024-08-22,Sengkang,292,116,87,113
2024-08-22,Tampines,197,68,44,128
2024-08-22,Toa Payoh,275,107,68,232
2024-08-22,Woodlands,259,45,74,169
2024-08-22,Yishun,309,142,63,212
2024-08-23,Ang Mo Kio,245,123,80,144
2024-08-23,Bedok,292,146,75,232
2024-08-23,Bukit Batok,302,103,79,207
2024-08-23,Clementi,355,164,93,257
2024-08-23,Geylang,226,68,64,127
2024-08-23,Hougang,402,170,114,215
2024-08-23,Jurong,315,125,76,185
2024-08-23,Kallang,162,60,44,72
2024-08-23,Marine Parade,301,112,78,113
2024-08-23,Pasir Ris,253,74,58,112
2024-08-23,Punggol,187,71,44,128
2024-08-23,Queenstown,127,50,31,70
2024-08-23,Sembawang,185,94,65,79
2024-08-23,Sengkang,184,55,43,133
2024-08-23,Tampines,271,104,67,153
2024-08-23,Toa Payoh,284,138,79,108
2024-08-23,Woodlands,240,91,71,149
2024-08-23,Yishun,273,95,81,197
2024-08-24,Ang Mo Kio,99,26,28,57
2024-08-24,Bedok,211,89,60,110
2024-08-24,Bukit Batok,182,79,39,127
2024-08-24,Clementi,88,37,16,43
2024-08-24,Geylang,209,60,40,137
2024-08-24,Hougang,121,60,34,63
2024-08-24,Jurong,209,43,57,99
2024-08-24,Kallang,146,51,45,80
2024-08-24,Marine Parade,164,58,32,81
2024-08-24,Pasir Ris,180,71,51,103
2024-08-24,Punggol,159,75,36,72
2024-08-24,Queenstown,203,67,51,109
2024-08-24,Sembawang,127,26,33,33
2024-08-24,Sengkang,222,111,45,168
2024-08-24,Tampines,254,94,68,155
2024-08-24,Toa Payoh,231,60,55,159
2024-08-24,Woodlands,202,79,64,125
2024-08-24,Yishun,172,80,42,104
2024-08-25,Ang Mo Kio,134,92,30,90
2024-08-25,Bedok,248,65,69,149
2024-08-25,Bukit Batok,243,75,51,144
2024-08-25,Clementi,147,52,51,90
2024-08-25,Geylang,135,48,36,85
2024-08-25,Hougang,143,33,35,84
2024-08-25,Jurong,140,73,39,85
2024-08-25,Kallang,152,87,29,83
2024-08-25,Marine Parade,149,64,42,69
2024-08-25,Pasir Ris,139,61,30,77
2024-08-25,Punggol,175,52,46,115
2024-08-25,Queenstown,169,91,48,100
2024-08-25,Sembawang,154,88,33,88
2024-08-25,Sengkang,150,65,54,93
2024-08-25,Tampines,154,64,28,89
2024-08-25,Toa Payoh,239,111,74,167
2024-08-25,Woodlands,138,81,22,87
2024-08-25,Yishun,81,18,24,43
2024-08-26,Ang Mo Kio,314,57,77,150
2024-08-26,Bedok,220,122,74,143
2024-08-26,Bukit Batok,144,40,37,74
2024-08-26,Clementi,279,158,56,142
2024-08-26,Geylang,169,63,42,101
2024-08-26,Hougang,293,128,72,176
2024-08-26,Jurong,245,96,52,117
2024-08-26,Kallang,248,86,68,150
2024-08-26,Marine Parade,240,119,43,186
2024-08-26,Pasir Ris,108,58,28,59
2024-08-26,Punggol,151,51,36,93
2024-08-26,Queenstown,326,132,86,207
2024-08-26,Sembawang,220,83,53,145
2024-08-26,Sengkang,185,64,49,91
2024-08-26,Tampines,246,84,67,181
2024-08-26,Toa Payoh,207,98,53,116
2024-08-26,Woodlands,240,127,57,175
2024-08-26,Yishun,232,60,56,104
2024-08-27,Ang Mo Kio,220,80,74,167
2024-08-27,Bedok,245,127,56,112
2024-08-27,Bukit Batok,271,118,55,138
2024-08-27,Clementi,296,68,82,168
2024-08-27,Geylang,273,136,56,132
2024-08-27,Hougang,327,128,87,225
2024-08-27,Jurong,182,89,51,135
2024-08-27,Kallang,327,132,94,197
2024-08-27,Marine Parade,248,71,59,104
2024-08-27,Pasir Ris,231,122,66,141
2024-08-27,Punggol,227,78,46,154
2024-08-27,Queenstown,147,35,43,91
2024-08-27,Sembawang,242,101,84,146
2024-08-27,Sengkang,257,155,63,198
2024-08-27,Tampines,113,32,24,74
2024-08-27,Toa Payoh,346,117,103,285
2024-08-27,Woodlands,333,119,97,211
2024-08-27,Yishun,200,88,45,122
2024-08-28,Ang Mo Kio,157,35,37,99
2024-08-28,Bedok,172,77,43,114
2024-08-28,Bukit Batok,296,158,82,168
2024-08-28,Clementi,251,158,75,152
2024-08-28,Geylang,230,78,43,177
2024-08-28,Hougang,268,73,65,194
2024-08-28,Jurong,213,67,57,141
2024-08-28,Kallang,213,72,58,103
2024-08-28,Marine Parade,207,80,59,115
2024-08-28,Pasir Ris,273,141,61,251
2024-08-28,Punggol,325,138,78,176
2024-08-28,Queenstown,339,142,60,145
2024-08-28,Sembawang,246,101,50,110
2024-08-28,Sengkang,122,39,28,81
2024-08-28,Tampines,232,117,65,151
2024-08-28,Toa Payoh,298,77,66,250
2024-08-28,Woodlands,125,46,34,51
2024-08-28,Yishun,194,116,50,105
2024-08-29,Ang Mo Kio,252,86,84,126
2024-08-29,Bedok,208,52,48,121
2024-08-29,Bukit Batok,311,92,85,189
2024-08-29,Clementi,126,41,26,96
2024-08-29,Geylang,272,112,9,111
2024-08-29,Hougang,283,135,60,170
2024-08-29,Jurong,237,98,54,161
2024-08-29,Kallang,306,93,58,159
2024-08-29,Marine Parade,242,105,70,168
2024-08-29,Pasir Ris,261,110,86,156
2024-08-29,Punggol,275,118,66,160
2024-08-29,Queenstown,319,124,74,167
2024-08-29,Sembawang,265,92,70,163
2024-08-29,Sengkang,214,55,42,109
2024-08-29,Tampines,179,79,63,98
2024-08-29,Toa Payoh,216,73,63,138
2024-08-29,Woodlands,239,66,48,147
2024-08-29,Yishun,253,100,71,120
2024-08-30,Ang Mo Kio,258,109,52,139
2024-08-30,Bedok,281,80,104,184
2024-08-30,Bukit Batok,236,88,68,131
2024-08-30,Clementi,217,118,49,133
2024-08-30,Geylang,194,82,54,149
2024-08-30,Hougang,183,46,43,98
2024-08-30,Jurong,239,108,86,132
2024-08-30,Kallang,107,40,28,53
2024-08-30,Marine Parade,254,105,66,172
2024-08-30,Pasir Ris,235,106,37,118
2024-08-30,Punggol,219,65,54,123
2024-08-30,Queenstown,212,103,53,104
2024-08-30,Sembawang,203,96,52,146
2024-08-30,Sengkang,290,104,93,218
2024-08-30,Tampines,132,53,29,75
2024-08-30,Toa Payoh,191,58,56,92
2024-08-30,Woodlands,245,64,76,147
2024-08-30,Yishun,284,119,67,172
2024-08-31,Ang Mo Kio,231,71,28,120
2024-08-31,Bedok,117,58,28,79
2024-08-31,Bukit Batok,169,67,43,126
2024-08-31,Clementi,175,89,52,102
2024-08-31,Geylang,164,59,51,82
2024-08-31,Hougang,137,51,26,74
2024-08-31,Jurong,215,100,49,146
2024-08-31,Kallang,255,109,81,174
2024-08-31,Marine Parade,155,65,42,81
2024-08-31,Pasir Ris,58,18,8,30
2024-08-31,Punggol,96,46,18,62
2024-08-31,Queenstown,200,94,31,142
2024-08-31,Sembawang,185,88,63,125
2024-08-31,Sengkang,118,54,20,70
2024-08-31,Tampines,146,58,25,67
2024-08-31,Toa Payoh,149,56,34,111
2024-08-31,Woodlands,185,81,42,85
2024-08-31,Yishun,167,96,43,118
2024-09-01,Ang Mo Kio,183,83,47,91
2024-09-01,Bedok,132,48,35,60
2024-09-01,Bukit Batok,121,53,26,61
2024-09-01,Clementi,112,41,14,58
2024-09-01,Geylang,173,74,46,72
2024-09-01,Hougang,125,48,34,88
2024-09-01,Jurong,173,59,38,128
2024-09-01,Kallang,127,37,30,93
2024-09-01,Marine Parade,108,38,22,75
2024-09-01,Pasir Ris,150,73,49,67
2024-09-01,Punggol,113,40,28,73
2024-09-01,Queenstown,122,40,36,79
2024-09-01,Sembawang,151,27,46,93
2024-09-01,Sengkang,134,42,29,68
2024-09-01,Tampines,70,22,11,41
2024-09-01,Toa Payoh,99,46,16,71
2024-09-01,Woodlands,169,49,41,86
2024-09-01,Yishun,160,92,49,84
2024-09-02,Ang Mo Kio,205,113,56,143
2024-09-02,Bedok,232,94,57,111
2024-09-02,Bukit Batok,161,49,37,98
2024-09-02,Clementi,194,81,54,108
2024-09-02,Geylang,236,121,63,128
2024-09-02,Hougang,247,110,69,186
2024-09-02,Jurong,235,130,57,130
2024-09-02,Kallang,257,77,88,187
2024-09-02,Marine Parade,204,106,57,96
2024-09-02,Pasir Ris,159,68,41,116
2024-09-02,Punggol,215,58,47,144
2024-09-02,Queenstown,108,27,24,74
2024-09-02,Sembawang,189,84,47,110
2024-09-02,Sengkang,167,80,31,96
2024-09-02,Tampines,257,83,44,99
2024-09-02,Toa Payoh,233,110,54,110
2024-09-02,Woodlands,192,99,35,135
2024-09-02,Yishun,115,32,29,79
2024-09-03,Ang Mo Kio,273,136,89,168
2024-09-03,Bedok,168,87,53,116
2024-09-03,Bukit Batok,230,124,61,137
2024-09-03,Clementi,236,105,69,138
2024-09-03,Geylang,245,119,63,128
2024-09-03,Hougang,262,73,52,161
2024-09-03,Jurong,74,41,18,55
2024-09-03,Kallang,290,111,92,143
2024-09-03,Marine Parade,221,77,62,152
2024-09-03,Pasir Ris,192,87,57,118
2024-09-03,Punggol,326,125,108,232
2024-09-03,Queenstown,107,58,32,65
2024-09-03,Sembawang,218,97,69,121
2024-09-03,Sengkang,279,81,45,183
2024-09-03,Tampines,262,100,35,118
2024-09-03,Toa Payoh,221,88,69,134
2024-09-03,Woodlands,162,69,48,119
2024-09-03,Yishun,194,78,56,101
2024-09-04,Ang Mo Kio,236,88,58,141
2024-09-04,Bedok,206,121,46,114
2024-09-04,Bukit Batok,272,120,78,135
2024-09-04,Clementi,212,101,45,140
2024-09-04,Geylang,189,63,56,134
2024-09-04,Hougang,206,91,65,115
2024-09-04,Jurong,217,78,43,121
2024-09-04,Kallang,143,63,30,65
2024-09-04,Marine Parade,237,110,55,158
2024-09-04,Pasir Ris,159,57,42,111
2024-09-04,Punggol,180,61,53,119
2024-09-04,Queenstown,207,107,71,131
2024-09-04,Sembawang,170,76,35,123
2024-09-04,Sengkang,164,62,34,101
2024-09-04,Tampines,210,99,53,126
2024-09-04,Toa Payoh,171,63,30,126
2024-09-04,Woodlands,195,109,47,79
2024-09-04,Yishun,177,70,44,118
2024-09-05,Ang Mo Kio,208,76,42,116
2024-09-05,Bedok,230,111,49,161
2024-09-05,Bukit Batok,228,70,59,145
2024-09-05,Clementi,146,38,39,80
2024-09-05,Geylang,275,157,75,191
2024-09-05,Hougang,148,39,35,69
2024-09-05,Jurong,215,69,55,125
2024-09-05,Kallang,231,99,53,106
2024-09-05,Marine Parade,208,46,64,135
2024-09-05,Pasir Ris,242,73,64,129
2024-09-05,Punggol,207,62,50,95
2024-09-05,Queenstown,191,44,64,117
2024-09-05,Sembawang,200,93,37,104
2024-09-05,Sengkang,226,94,48,150
2024-09-05,Tampines,215,96,57,114
2024-09-05,Toa Payoh,196,42,43,112
2024-09-05,Woodlands,231,104,49,120
2024-09-05,Yishun,265,98,67,179
2024-09-06,Ang Mo Kio,196,75,45,107
2024-09-06,Bedok,207,45,48,135
2024-09-06,Bukit Batok,221,119,64,141
2024-09-06,Clementi,201,71,55,127
2024-09-06,Geylang,181,56,44,129
2024-09-06,Hougang,205,82,55,132
2024-09-06,Jurong,212,83,47,148
2024-09-06,Kallang,178,99,45,107
2024-09-06,Marine Parade,237,79,66,144
2024-09-06,Pasir Ris,220,72,47,91
2024-09-06,Punggol,177,61,38,104
2024-09-06,Queenstown,203,91,56,135
2024-09-06,Sembawang,234,100,59,162
2024-09-06,Sengkang,234,58,56,98
2024-09-06,Tampines,108,37,26,60
2024-09-06,Toa Payoh,111,53,23,72
2024-09-06,Woodlands,166,58,45,93
2024-09-06,Yishun,208,88,37,134
2024-09-07,Ang Mo Kio,107,30,22,72
2024-09-07,Bedok,83,38,22,50
2024-09-07,Bukit Batok,148,54,42,82
2024-09-07,Clementi,83,32,24,53
2024-09-07,Geylang,203,76,49,117
2024-09-07,Hougang,112,39,22,41
2024-09-07,Jurong,119,47,33,64
2024-09-07,Kallang,120,60,22,70
2024-09-07,Marine Parade,173,56,29,133
2024-09-07,Pasir Ris,167,80,41,110
2024-09-07,Punggol,52,18,15,23
2024-09-07,Queenstown,128,55,26,76
2024-09-07,Sembawang,153,65,35,79
2024-09-07,Sengkang,153,66,40,93
2024-09-07,Tampines,151,73,40,92
2024-09-07,Toa Payoh,121,65,23,70
2024-09-07,Woodlands,122,26,32,70
2024-09-07,Yishun,141,53,40,97
2024-09-08,Ang Mo Kio,101,58,24,66
2024-09-08,Bedok,146,59,40,106
2024-09-08,Bukit Batok,167,62,41,90
2024-09-08,Clementi,165,75,38,120
2024-09-08,Geylang,177,103,37,104
2024-09-08,Hougang,133,87,33,96
2024-09-08,Jurong,176,68,44,114
2024-09-08,Kallang,184,70,41,127
2024-09-08,Marine Parade,99,42,29,63
2024-09-08,Pasir Ris,120,35,37,69
2024-09-08,Punggol,108,55,31,53
2024-09-08,Queenstown,228,78,65,182
2024-09-08,Sembawang,171,72,30,137
2024-09-08,Sengkang,170,43,55,103
2024-09-08,Tampines,130,44,33,88
2024-09-08,Toa Payoh,122,50,51,79
2024-09-08,Woodlands,173,52,31,129
2024-09-08,Yishun,181,103,44,131
2024-09-09,Ang Mo Kio,72,32,21,38
2024-09-09,Bedok,252,96,61,144
2024-09-09,Bukit Batok,279,98,61,143
2024-09-09,Clementi,181,75,51,94
2024-09-09,Geylang,218,100,44,132
2024-09-09,Hougang,195,79,43,114
2024-09-09,Jurong,201,117,50,147
2024-09-09,Kallang,270,72,63,200
2024-09-09,Marine Parade,209,81,60,147
2024-09-09,Pasir Ris,198,73,26,119
2024-09-09,Punggol,180,53,43,100
2024-09-09,Queenstown,208,77,56,128
2024-09-09,Sembawang,263,91,89,185
2024-09-09,Sengkang,274,116,64,149
2024-09-09,Tampines,287,146,57,200
2024-09-09,Toa Payoh,158,68,46,117
2024-09-09,Woodlands,211,81,53,149
2024-09-09,Yishun,239,95,37,85
2024-09-10,Ang Mo Kio,211,59,47,121
2024-09-10,Bedok,303,124,86,197
2024-09-10,Bukit Batok,78,28,14,60
2024-09-10,Clementi,109,39,25,54
2024-09-10,Geylang,205,81,52,133
2024-09-10,Hougang,211,92,64,91
2024-09-10,Jurong,234,69,50,143
2024-09-10,Kallang,220,99,44,167
2024-09-10,Marine Parade,179,58,33,82
2024-09-10,Pasir Ris,130,56,36,66
2024-09-10,Punggol,142,53,36,88
2024-09-10,Queenstown,151,57,49,72
2024-09-10,Sembawang,198,89,39,130
2024-09-10,Sengkang,133,61,33,60
2024-09-10,Tampines,234,72,56,155
2024-09-10,Toa Payoh,151,52,46,59
2024-09-10,Woodlands,270,68,58,169
2024-09-10,Yishun,230,98,58,127
2024-09-11,Ang Mo Kio,278,132,85,155
2024-09-11,Bedok,83,41,22,51
2024-09-11,Bukit Batok,171,62,37,103
2024-09-11,Clementi,143,68,50,77
2024-09-11,Geylang,120,46,31,77
2024-09-11,Hougang,280,134,44,133
2024-09-11,Jurong,220,78,71,111
2024-09-11,Kallang,248,83,65,128
2024-09-11,Marine Parade,227,115,59,179
2024-09-11,Pasir Ris,163,66,47,82
2024-09-11,Punggol,203,94,60,144
2024-09-11,Queenstown,156,66,28,82
2024-09-11,Sembawang,191,98,52,115
2024-09-11,Sengkang,222,100,59,120
2024-09-11,Tampines,152,57,31,100
2024-09-11,Toa Payoh,276,125,44,148
2024-09-11,Woodlands,200,51,50,129
2024-09-11,Yishun,270,157,51,158
2024-09-12,Ang Mo Kio,194,63,49,114
2024-09-12,Bedok,230,123,59,126
2024-09-12,Bukit Batok,148,89,43,94
